aaaa 	 21	165	833	3441	13012	46717	161272
aaab 	 22	182	924	3765	14008	49505	168668
aaac 	 22	182	924	3765	14008	49505	168668
aaba 	 23	199	1001	4009	14692	51269	172984
aabb 	 22	187	953	3873	14340	50397	170872
aabc 	 23	201	1019	4087	14960	52045	175036
aaca 	 23	199	1001	4009	14692	51269	172984
aacb 	 23	201	1019	4087	14960	52045	175036
aacc 	 22	187	953	3873	14340	50397	170872
abaa 	 23	199	1001	4009	14692	51269	172984
abab 	 24	211	1049	4161	15108	52285	175288
abac 	 24	214	1070	4239	15372	53077	177456
abba 	 23	199	1010	4064	14892	51873	174636
abbb 	 22	182	924	3765	14008	49505	168668
abbc 	 23	199	1011	4069	14923	51993	175012
abca 	 24	216	1086	4294	15543	53573	178776
abcb 	 24	214	1070	4239	15372	53077	177456
abcc 	 23	201	1019	4087	14960	52045	175036
acaa 	 23	199	1001	4009	14692	51269	172984
acab 	 24	214	1070	4239	15372	53077	177456
acac 	 24	211	1049	4161	15108	52285	175288
acba 	 24	216	1086	4294	15543	53573	178776
acbb 	 23	201	1019	4087	14960	52045	175036
acbc 	 24	214	1070	4239	15372	53077	177456
acca 	 23	199	1010	4064	14892	51873	174636
accb 	 23	199	1011	4069	14923	51993	175012
accc 	 22	182	924	3765	14008	49505	168668
baaa 	 22	182	924	3765	14008	49505	168668
baab 	 23	199	1010	4064	14892	51873	174636
baac 	 23	199	1011	4069	14923	51993	175012
baba 	 24	211	1049	4161	15108	52285	175288
babb 	 23	199	1001	4009	14692	51269	172984
babc 	 24	214	1070	4239	15372	53077	177456
baca 	 24	214	1070	4239	15372	53077	177456
bacb 	 24	216	1086	4294	15543	53573	178776
bacc 	 23	201	1019	4087	14960	52045	175036
bbaa 	 22	187	953	3873	14340	50397	170872
bbab 	 23	199	1001	4009	14692	51269	172984
bbac 	 23	201	1019	4087	14960	52045	175036
bbba 	 22	182	924	3765	14008	49505	168668
bbbb 	 21	165	833	3441	13012	46717	161272
bbbc 	 22	182	924	3765	14008	49505	168668
bbca 	 23	201	1019	4087	14960	52045	175036
bbcb 	 23	199	1001	4009	14692	51269	172984
bbcc 	 22	187	953	3873	14340	50397	170872
bcaa 	 23	201	1019	4087	14960	52045	175036
bcab 	 24	216	1086	4294	15543	53573	178776
bcac 	 24	214	1070	4239	15372	53077	177456
bcba 	 24	214	1070	4239	15372	53077	177456
bcbb 	 23	199	1001	4009	14692	51269	172984
bcbc 	 24	211	1049	4161	15108	52285	175288
bcca 	 23	199	1011	4069	14923	51993	175012
bccb 	 23	199	1010	4064	14892	51873	174636
bccc 	 22	182	924	3765	14008	49505	168668
caaa 	 22	182	924	3765	14008	49505	168668
caab 	 23	199	1011	4069	14923	51993	175012
caac 	 23	199	1010	4064	14892	51873	174636
caba 	 24	214	1070	4239	15372	53077	177456
cabb 	 23	201	1019	4087	14960	52045	175036
cabc 	 24	216	1086	4294	15543	53573	178776
caca 	 24	211	1049	4161	15108	52285	175288
cacb 	 24	214	1070	4239	15372	53077	177456
cacc 	 23	199	1001	4009	14692	51269	172984
cbaa 	 23	201	1019	4087	14960	52045	175036
cbab 	 24	214	1070	4239	15372	53077	177456
cbac 	 24	216	1086	4294	15543	53573	178776
cbba 	 23	199	1011	4069	14923	51993	175012
cbbb 	 22	182	924	3765	14008	49505	168668
cbbc 	 23	199	1010	4064	14892	51873	174636
cbca 	 24	214	1070	4239	15372	53077	177456
cbcb 	 24	211	1049	4161	15108	52285	175288
cbcc 	 23	199	1001	4009	14692	51269	172984
ccaa 	 22	187	953	3873	14340	50397	170872
ccab 	 23	201	1019	4087	14960	52045	175036
ccac 	 23	199	1001	4009	14692	51269	172984
ccba 	 23	201	1019	4087	14960	52045	175036
ccbb 	 22	187	953	3873	14340	50397	170872
ccbc 	 23	199	1001	4009	14692	51269	172984
ccca 	 22	182	924	3765	14008	49505	168668
cccb 	 22	182	924	3765	14008	49505	168668
cccc 	 21	165	833	3441	13012	46717	161272
