aaaa 	 30	338	2446	14481	78337	400829	1964172
aaab 	 31	372	2756	16290	87058	438683	2118612
aaac 	 31	372	2756	16290	87058	438683	2118612
aaad 	 31	372	2756	16290	87058	438683	2118612
aaba 	 32	404	3022	17721	93565	465548	2222643
aabb 	 31	382	2857	16893	89965	450977	2166447
aabc 	 32	406	3065	18086	95685	475543	2265281
aabd 	 32	406	3065	18086	95685	475543	2265281
aaca 	 32	404	3022	17721	93565	465548	2222643
aacb 	 32	406	3065	18086	95685	475543	2265281
aacc 	 31	382	2857	16893	89965	450977	2166447
aacd 	 32	406	3065	18086	95685	475543	2265281
aada 	 32	404	3022	17721	93565	465548	2222643
aadb 	 32	406	3065	18086	95685	475543	2265281
aadc 	 32	406	3065	18086	95685	475543	2265281
aadd 	 31	382	2857	16893	89965	450977	2166447
abaa 	 32	404	3022	17721	93565	465548	2222643
abab 	 33	426	3194	18648	97768	482621	2286678
abac 	 33	429	3248	19041	99952	492932	2331684
abad 	 33	429	3248	19041	99952	492932	2331684
abba 	 32	403	3045	17990	95179	473339	2256675
abbb 	 31	372	2756	16290	87058	438683	2118612
abbc 	 32	403	3046	18003	95340	474418	2262344
abbd 	 32	403	3046	18003	95340	474418	2262344
abca 	 33	431	3286	19317	101378	499446	2359414
abcb 	 33	429	3248	19041	99952	492932	2331684
abcc 	 32	406	3065	18086	95685	475543	2265281
abcd 	 33	431	3289	19362	101733	501304	2367673
abda 	 33	431	3286	19317	101378	499446	2359414
abdb 	 33	429	3248	19041	99952	492932	2331684
abdc 	 33	431	3289	19362	101733	501304	2367673
abdd 	 32	406	3065	18086	95685	475543	2265281
acaa 	 32	404	3022	17721	93565	465548	2222643
acab 	 33	429	3248	19041	99952	492932	2331684
acac 	 33	426	3194	18648	97768	482621	2286678
acad 	 33	429	3248	19041	99952	492932	2331684
acba 	 33	431	3286	19317	101378	499446	2359414
acbb 	 32	406	3065	18086	95685	475543	2265281
acbc 	 33	429	3248	19041	99952	492932	2331684
acbd 	 33	431	3289	19362	101733	501304	2367673
acca 	 32	403	3045	17990	95179	473339	2256675
accb 	 32	403	3046	18003	95340	474418	2262344
accc 	 31	372	2756	16290	87058	438683	2118612
accd 	 32	403	3046	18003	95340	474418	2262344
