aaaaaa 	 29	313	2085	10653	47161	192361	741820
aaaaab 	 30	342	2336	11962	52452	211061	802760
aaaaac 	 30	342	2336	11962	52452	211061	802760
aaaaba 	 31	375	2606	13246	57219	226781	850912
aaaabb 	 30	355	2474	12730	55615	222057	836988
aaaabc 	 31	377	2644	13544	58667	232293	869288
aaaaca 	 31	375	2606	13246	57219	226781	850912
aaaacb 	 31	377	2644	13544	58667	232293	869288
aaaacc 	 30	355	2474	12730	55615	222057	836988
aaabaa 	 31	384	2707	13797	59326	233477	870080
aaabab 	 32	404	2848	14412	61530	240649	891684
aaabac 	 32	407	2897	14737	62989	246093	909936
aaabba 	 31	384	2739	14110	61022	240373	893688
aaabbb 	 30	359	2519	12985	56668	225685	848008
aaabbc 	 31	384	2740	14129	61197	241359	897736
aaabca 	 32	409	2949	15081	64490	251565	927632
aaabcb 	 32	407	2912	14874	63701	248961	919540
aaabcc 	 31	386	2761	14222	61463	242003	899080
aaacaa 	 31	384	2707	13797	59326	233477	870080
aaacab 	 32	407	2897	14737	62989	246093	909936
aaacac 	 32	404	2848	14412	61530	240649	891684
aaacba 	 32	409	2949	15081	64490	251565	927632
aaacbb 	 31	386	2761	14222	61463	242003	899080
aaacbc 	 32	407	2912	14874	63701	248961	919540
aaacca 	 31	384	2739	14110	61022	240373	893688
aaaccb 	 31	384	2740	14129	61197	241359	897736
aaaccc 	 30	359	2519	12985	56668	225685	848008
aabaaa 	 31	384	2707	13797	59326	233477	870080
aabaab 	 32	410	2950	15029	64103	249626	919907
aabaac 	 32	410	2953	15070	64342	250692	923945
aababa 	 33	429	3056	15387	65043	251577	922380
aababb 	 32	409	2908	14756	62895	245061	904344
aababc 	 33	433	3117	15770	66726	257921	943932
aabaca 	 33	434	3139	15881	67211	259782	950262
aabacb 	 33	436	3184	16134	68211	263273	961476
aabacc 	 32	412	2979	15221	65010	253141	931536
aabbaa 	 31	389	2810	14519	62688	246057	910948
aabbab 	 32	410	2967	15169	64805	252374	928947
aabbac 	 32	412	3006	15457	66162	257543	946241
aabbba 	 31	382	2726	14056	60896	240289	894488
aabbbb 	 30	355	2474	12730	55615	222057	836988
aabbbc 	 31	382	2726	14057	60906	240385	895077
aabbca 	 32	412	3007	15486	66361	258564	950376
aabbcb 	 32	410	2969	15210	65099	253821	934640
aabbcc 	 31	389	2811	14545	62930	247433	916722
aabcaa 	 32	414	3026	15508	66217	257393	944956
aabcab 	 33	438	3229	16420	69406	267491	974937
