aaaaaaaaa 	 41	625	5753	38941	217205	1071649	4871393
aaaaaaaab 	 42	672	6394	43996	246230	1208960	5446722
aaaaaaaac 	 42	672	6394	43996	246230	1208960	5446722
aaaaaaaba 	 43	729	7162	49740	277274	1347716	5999494
aaaaaaabb 	 42	697	6814	47584	267582	1310632	5865626
aaaaaaabc 	 43	731	7230	50638	284022	1384472	6164698
aaaaaaaca 	 43	729	7162	49740	277274	1347716	5999494
aaaaaaacb 	 43	731	7230	50638	284022	1384472	6164698
aaaaaaacc 	 42	697	6814	47584	267582	1310632	5865626
aaaaaabaa 	 43	750	7533	52950	295774	1430896	6321185
aaaaaabab 	 44	782	7902	55451	308581	1487433	6548216
aaaaaabac 	 44	785	7993	56508	315857	1524961	6712116
aaaaaabba 	 43	750	7595	53983	304556	1482788	6564917
aaaaaabbb 	 42	713	7087	49946	281749	1377953	6139016
aaaaaabbc 	 43	750	7596	54020	305164	1487982	6595471
aaaaaabca 	 44	787	8093	57746	324550	1569635	6904090
aaaaaabcb 	 44	785	8026	57065	320500	1551678	6834867
aaaaaabcc 	 43	752	7635	54347	306802	1494234	6616285
aaaaaacaa 	 43	750	7533	52950	295774	1430896	6321185
aaaaaacab 	 44	785	7993	56508	315857	1524961	6712116
aaaaaacac 	 44	782	7902	55451	308581	1487433	6548216
aaaaaacba 	 44	787	8093	57746	324550	1569635	6904090
aaaaaacbb 	 43	752	7635	54347	306802	1494234	6616285
aaaaaacbc 	 44	785	8026	57065	320500	1551678	6834867
aaaaaacca 	 43	750	7595	53983	304556	1482788	6564917
aaaaaaccb 	 43	750	7596	54020	305164	1487982	6595471
aaaaaaccc 	 42	713	7087	49946	281749	1377953	6139016
aaaaabaaa 	 43	762	7750	54854	306731	1479209	6500943
aaaaabaab 	 44	800	8317	59431	332799	1600259	6997360
aaaaabaac 	 44	800	8320	59586	334220	1608560	7035945
aaaaababa 	 45	831	8627	61220	340293	1626960	7083220
aaaaababb 	 44	799	8233	58492	326901	1572496	6883365
aaaaababc 	 45	835	8742	62515	349187	1673175	7287383
aaaaabaca 	 45	836	8794	63089	352850	1690957	7360724
aaaaabacb 	 45	838	8875	63947	358266	1717207	7471169
aaaaabacc 	 44	802	8376	60195	338638	1633548	7151960
aaaaabbaa 	 43	767	7955	57423	326012	1585697	6982213
aaaaabbab 	 44	800	8370	60361	340556	1644954	7201197
aaaaabbac 	 44	802	8433	61142	346463	1677530	7349221
aaaaabbba 	 43	760	7799	55927	316988	1544626	6824493
aaaaabbbb 	 42	721	7223	51123	288821	1411486	6273955
aaaaabbbc 	 43	760	7799	55928	317016	1545042	6828268
aaaaabbca 	 44	802	8434	61202	347418	1685166	7392223
aaaaabbcb 	 44	800	8372	60452	341964	1656066	7262824
aaaaabbcc 	 43	767	7956	57480	327003	1594859	7039727
aaaaabcaa 	 44	804	8471	61384	347053	1676360	7331455
aaaaabcab 	 45	840	8968	65129	366690	1760600	7655783
aaaaabcac 	 45	838	8911	64553	363195	1744440	7590561
aaaaabcba 	 45	838	8898	64469	363343	1748777	7621200
aaaaabcbb 	 44	802	8394	60522	341493	1650375	7229495
aaaaabcbc 	 45	835	8803	63444	356577	1714673	7474588
aaaaabcca 	 44	802	8427	61132	346986	1683233	7384770
aaaaabccb 	 44	802	8426	61093	346536	1680241	7369440
aaaaabccc 	 43	764	7864	56479	320134	1558947	6881226
aaaaacaaa 	 43	762	7750	54854	306731	1479209	6500943
aaaaacaab 	 44	800	8320	59586	334220	1608560	7035945
aaaaacaac 	 44	800	8317	59431	332799	1600259	6997360
aaaaacaba 	 45	836	8794	63089	352850	1690957	7360724
aaaaacabb 	 44	802	8376	60195	338638	1633548	7151960
aaaaacabc 	 45	838	8875	63947	358266	1717207	7471169
aaaaacaca 	 45	831	8627	61220	340293	1626960	7083220
aaaaacacb 	 45	835	8742	62515	349187	1673175	7287383
aaaaacacc 	 44	799	8233	58492	326901	1572496	6883365
aaaaacbaa 	 44	804	8471	61384	347053	1676360	7331455
aaaaacbab 	 45	838	8911	64553	363195	1744440	7590561
aaaaacbac 	 45	840	8968	65129	366690	1760600	7655783
aaaaacbba 	 44	802	8427	61132	346986	1683233	7384770
aaaaacbbb 	 43	764	7864	56479	320134	1558947	6881226
aaaaacbbc 	 44	802	8426	61093	346536	1680241	7369440
aaaaacbca 	 45	838	8898	64469	363343	1748777	7621200
aaaaacbcb 	 45	835	8803	63444	356577	1714673	7474588
aaaaacbcc 	 44	802	8394	60522	341493	1650375	7229495
aaaaaccaa 	 43	767	7955	57423	326012	1585697	6982213
aaaaaccab 	 44	802	8433	61142	346463	1677530	7349221
aaaaaccac 	 44	800	8370	60361	340556	1644954	7201197
aaaaaccba 	 44	802	8434	61202	347418	1685166	7392223
aaaaaccbb 	 43	767	7956	57480	327003	1594859	7039727
aaaaaccbc 	 44	800	8372	60452	341964	1656066	7262824
aaaaaccca 	 43	760	7799	55927	316988	1544626	6824493
aaaaacccb 	 43	760	7799	55928	317016	1545042	6828268
aaaaacccc 	 42	721	7223	51123	288821	1411486	6273955
aaaabaaaa 	 43	766	7822	55487	310363	1495051	6558623
aaaabaaab 	 44	806	8453	60899	342334	1645570	7175393
aaaabaaac 	 44	806	8453	60900	342414	1646484	7180994
aaaabaaba 	 45	847	9089	65813	368124	1755268	7590763
aaaabaabb 	 44	813	8642	62742	353678	1700346	7401467
aaaabaabc 	 45	849	9158	66798	375697	1796958	7778382
aaaabaaca 	 45	847	9095	66122	371025	1772480	7670644
aaaabaacb 	 45	849	9161	67011	377697	1808618	7832014
aaaabaacc 	 44	813	8645	62923	355648	1712980	7464356
aaaababaa 	 45	844	8914	63991	357179	1704413	7380531
aaaababab 	 46	876	9320	66844	371260	1761675	7589138
aaaababac 	 46	881	9459	68373	381620	1814873	7821518
aaaababba 	 45	846	9008	65147	365503	1749366	7584971
aaaababbb 	 44	807	8394	59997	336034	1614792	7048155
aaaababbc 	 45	846	9011	65246	366564	1756544	7622609
aaaababca 	 46	885	9617	70090	392567	1868594	8050662
aaaababcb 	 46	883	9531	69130	386454	1839640	7933296
aaaababcc 	 45	848	9081	65975	371042	1777811	7710085
aaaabacaa 	 45	849	9116	66249	372212	1780893	7712028
aaaabacab 	 46	886	9660	70603	396270	1888199	8135523
aaaabacac 	 46	883	9551	69372	388193	1848482	7967797
aaaabacba 	 46	888	9743	71469	401402	1911152	8224956
aaaabacbb 	 45	851	9210	67379	380061	1821590	7890367
aaaabacbc 	 46	886	9684	70807	397224	1892050	8150769
aaaabacca 	 45	849	9163	67097	379386	1822436	7906453
aaaabaccb 	 45	849	9164	67149	379973	1826493	7928476
aaaabaccc 	 44	810	8559	62031	350352	1690276	7382333
aaaabbaaa 	 43	775	8124	59074	336498	1636390	7186603
aaaabbaab 	 44	813	8696	63876	364216	1763406	7693583
aaaabbaac 	 44	813	8697	63924	364922	1769170	7727128
aaaabbaba 	 45	846	9093	66333	374052	1793947	7775806
aaaabbabb 	 44	813	8666	63188	357620	1723545	7507839
aaaabbabc 	 45	849	9182	67385	381527	1833151	7948815
aaaabbaca 	 45	849	9196	67688	384350	1850204	8029295
aaaabbacb 	 45	851	9258	68374	388749	1871175	8114577
aaaabbacc 	 44	815	8745	64356	367245	1779324	7768788
aaaabbbaa 	 43	773	8097	58882	335829	1637040	7208381
aaaabbbab 	 44	806	8517	61859	350516	1695667	7417742
aaaabbbac 	 44	808	8581	62692	356936	1731419	7580829
aaaabbbba 	 43	762	7849	56437	320260	1560585	6890121
aaaabbbbb 	 42	721	7223	51123	288821	1411486	6273955
aaaabbbbc 	 43	762	7849	56437	320261	1560607	6890428
aaaabbbca 	 44	808	8581	62693	356972	1732069	7586657
aaaabbbcb 	 44	806	8517	61860	350556	1696408	7424674
aaaabbbcc 	 43	773	8097	58883	335871	1637741	7215371
aaaabbcaa 	 44	815	8746	64415	368169	1786726	7809973
aaaabbcab 	 45	851	9259	68470	390035	1880387	8163438
aaaabbcac 	 45	849	9197	67761	385498	1859388	8081167
aaaabbcba 	 45	849	9184	67497	383243	1846688	8023490
aaaabbcbb 	 44	813	8669	63333	359545	1737648	7583710
aaaabbcbc 	 45	846	9096	66468	376015	1808833	7856911
aaaabbcca 	 44	813	8698	63985	366046	1780060	7796842
aaaabbccb 	 44	813	8697	63953	365598	1776184	7773208
aaaabbccc 	 43	775	8125	59140	337654	1647400	7257812
aaaabcaaa 	 44	812	8648	63139	358143	1729134	7540511
aaaabcaab 	 45	851	9254	68340	388329	1867882	8096463
aaaabcaac 	 45	851	9253	68276	387728	1864235	8078508
aaaabcaba 	 46	888	9771	71979	405563	1934127	8325634
aaaabcabb 	 45	853	9295	68469	387768	1861048	8057818
aaaabcabc 	 46	890	9828	72622	409769	1954157	8406558
aaaabcaca 	 46	885	9678	71001	399601	1906661	8215230
aaaabcacb 	 46	888	9771	72112	407267	1945511	8382544
aaaabcacc 	 45	851	9226	67666	382502	1835370	7950999
aaaabcbaa 	 45	851	9224	67827	384841	1852477	8041329
aaaabcbab 	 46	886	9694	71242	401932	1921864	8293717
aaaabcbac 	 46	888	9764	72101	407657	1949475	8407417
aaaabcbba 	 45	849	9172	67340	381917	1838942	7988354
aaaabcbbb 	 44	810	8565	62139	351313	1696013	7408788
aaaabcbbc 	 45	849	9170	67263	381021	1832755	7956001
aaaabcbca 	 46	885	9652	70809	399346	1910392	8249521
aaaabcbcb 	 46	881	9532	69470	390360	1864536	8049147
aaaabcbcc 	 45	848	9109	66423	374764	1799101	7806123
aaaabccaa 	 44	815	8742	64371	367903	1785589	7805783
aaaabccab 	 45	851	9260	68543	390853	1885955	8192439
aaaabccac 	 45	849	9196	67721	384852	1854180	8052889
aaaabccba 	 45	851	9259	68489	390293	1882940	8179786
aaaabccbb 	 44	815	8741	64321	367231	1780679	7779737
aaaabccbc 	 45	849	9194	67617	383708	1847254	8019796
aaaabccca 	 44	808	8566	62580	356538	1731024	7585161
aaaabcccb 	 44	808	8566	62579	356516	1730753	7582840
aaaabcccc 	 43	768	7940	57184	324557	1580444	6968900
aaaacaaaa 	 43	766	7822	55487	310363	1495051	6558623
aaaacaaab 	 44	806	8453	60900	342414	1646484	7180994
aaaacaaac 	 44	806	8453	60899	342334	1645570	7175393
aaaacaaba 	 45	847	9095	66122	371025	1772480	7670644
aaaacaabb 	 44	813	8645	62923	355648	1712980	7464356
aaaacaabc 	 45	849	9161	67011	377697	1808618	7832014
aaaacaaca 	 45	847	9089	65813	368124	1755268	7590763
aaaacaacb 	 45	849	9158	66798	375697	1796958	7778382
aaaacaacc 	 44	813	8642	62742	353678	1700346	7401467
aaaacabaa 	 45	849	9116	66249	372212	1780893	7712028
aaaacabab 	 46	883	9551	69372	388193	1848482	7967797
aaaacabac 	 46	886	9660	70603	396270	1888199	8135523
aaaacabba 	 45	849	9163	67097	379386	1822436	7906453
aaaacabbb 	 44	810	8559	62031	350352	1690276	7382333
aaaacabbc 	 45	849	9164	67149	379973	1826493	7928476
aaaacabca 	 46	888	9743	71469	401402	1911152	8224956
aaaacabcb 	 46	886	9684	70807	397224	1892050	8150769
aaaacabcc 	 45	851	9210	67379	380061	1821590	7890367
aaaacacaa 	 45	844	8914	63991	357179	1704413	7380531
aaaacacab 	 46	881	9459	68373	381620	1814873	7821518
aaaacacac 	 46	876	9320	66844	371260	1761675	7589138
aaaacacba 	 46	885	9617	70090	392567	1868594	8050662
aaaacacbb 	 45	848	9081	65975	371042	1777811	7710085
aaaacacbc 	 46	883	9531	69130	386454	1839640	7933296
aaaacacca 	 45	846	9008	65147	365503	1749366	7584971
aaaacaccb 	 45	846	9011	65246	366564	1756544	7622609
aaaacaccc 	 44	807	8394	59997	336034	1614792	7048155
aaaacbaaa 	 44	812	8648	63139	358143	1729134	7540511
aaaacbaab 	 45	851	9253	68276	387728	1864235	8078508
aaaacbaac 	 45	851	9254	68340	388329	1867882	8096463
aaaacbaba 	 46	885	9678	71001	399601	1906661	8215230
aaaacbabb 	 45	851	9226	67666	382502	1835370	7950999
aaaacbabc 	 46	888	9771	72112	407267	1945511	8382544
aaaacbaca 	 46	888	9771	71979	405563	1934127	8325634
aaaacbacb 	 46	890	9828	72622	409769	1954157	8406558
aaaacbacc 	 45	853	9295	68469	387768	1861048	8057818
aaaacbbaa 	 44	815	8742	64371	367903	1785589	7805783
aaaacbbab 	 45	849	9196	67721	384852	1854180	8052889
aaaacbbac 	 45	851	9260	68543	390853	1885955	8192439
aaaacbbba 	 44	808	8566	62580	356538	1731024	7585161
aaaacbbbb 	 43	768	7940	57184	324557	1580444	6968900
aaaacbbbc 	 44	808	8566	62579	356516	1730753	7582840
aaaacbbca 	 45	851	9259	68489	390293	1882940	8179786
aaaacbbcb 	 45	849	9194	67617	383708	1847254	8019796
aaaacbbcc 	 44	815	8741	64321	367231	1780679	7779737
aaaacbcaa 	 45	851	9224	67827	384841	1852477	8041329
aaaacbcab 	 46	888	9764	72101	407657	1949475	8407417
aaaacbcac 	 46	886	9694	71242	401932	1921864	8293717
aaaacbcba 	 46	885	9652	70809	399346	1910392	8249521
aaaacbcbb 	 45	848	9109	66423	374764	1799101	7806123
aaaacbcbc 	 46	881	9532	69470	390360	1864536	8049147
aaaacbcca 	 45	849	9172	67340	381917	1838942	7988354
aaaacbccb 	 45	849	9170	67263	381021	1832755	7956001
aaaacbccc 	 44	810	8565	62139	351313	1696013	7408788
aaaaccaaa 	 43	775	8124	59074	336498	1636390	7186603
aaaaccaab 	 44	813	8697	63924	364922	1769170	7727128
aaaaccaac 	 44	813	8696	63876	364216	1763406	7693583
aaaaccaba 	 45	849	9196	67688	384350	1850204	8029295
aaaaccabb 	 44	815	8745	64356	367245	1779324	7768788
aaaaccabc 	 45	851	9258	68374	388749	1871175	8114577
aaaaccaca 	 45	846	9093	66333	374052	1793947	7775806
aaaaccacb 	 45	849	9182	67385	381527	1833151	7948815
aaaaccacc 	 44	813	8666	63188	357620	1723545	7507839
aaaaccbaa 	 44	815	8746	64415	368169	1786726	7809973
aaaaccbab 	 45	849	9197	67761	385498	1859388	8081167
aaaaccbac 	 45	851	9259	68470	390035	1880387	8163438
aaaaccbba 	 44	813	8698	63985	366046	1780060	7796842
aaaaccbbb 	 43	775	8125	59140	337654	1647400	7257812
aaaaccbbc 	 44	813	8697	63953	365598	1776184	7773208
aaaaccbca 	 45	849	9184	67497	383243	1846688	8023490
aaaaccbcb 	 45	846	9096	66468	376015	1808833	7856911
aaaaccbcc 	 44	813	8669	63333	359545	1737648	7583710
aaaacccaa 	 43	773	8097	58882	335829	1637040	7208381
aaaacccab 	 44	808	8581	62692	356936	1731419	7580829
aaaacccac 	 44	806	8517	61859	350516	1695667	7417742
aaaacccba 	 44	808	8581	62693	356972	1732069	7586657
aaaacccbb 	 43	773	8097	58883	335871	1637741	7215371
aaaacccbc 	 44	806	8517	61860	350556	1696408	7424674
aaaacccca 	 43	762	7849	56437	320260	1560585	6890121
aaaaccccb 	 43	762	7849	56437	320261	1560607	6890428
aaaaccccc 	 42	721	7223	51123	288821	1411486	6273955
