aaaa 	 12	54	158	381	847	1815	3796
aaab 	 13	60	170	396	868	1843	3832
aaba 	 14	66	178	405	879	1856	3847
aabb 	 13	62	173	401	875	1851	3841
abaa 	 14	66	178	405	879	1856	3847
abab 	 15	70	182	410	884	1861	3852
abba 	 14	67	179	408	883	1861	3853
abbb 	 13	60	170	396	868	1843	3832
baaa 	 13	60	170	396	868	1843	3832
baab 	 14	67	179	408	883	1861	3853
baba 	 15	70	182	410	884	1861	3852
babb 	 14	66	178	405	879	1856	3847
bbaa 	 13	62	173	401	875	1851	3841
bbab 	 14	66	178	405	879	1856	3847
bbba 	 13	60	170	396	868	1843	3832
bbbb 	 12	54	158	381	847	1815	3796
