aa 	 18	125	636	3031	13826	61137	264232
ab 	 19	134	681	3202	14411	63036	270217
ac 	 19	134	681	3202	14411	63036	270217
ad 	 19	134	681	3202	14411	63036	270217
ba 	 19	134	681	3202	14411	63036	270217
bb 	 18	125	636	3031	13826	61137	264232
bc 	 19	134	681	3202	14411	63036	270217
bd 	 19	134	681	3202	14411	63036	270217
ca 	 19	134	681	3202	14411	63036	270217
cb 	 19	134	681	3202	14411	63036	270217
cc 	 18	125	636	3031	13826	61137	264232
cd 	 19	134	681	3202	14411	63036	270217
da 	 19	134	681	3202	14411	63036	270217
db 	 19	134	681	3202	14411	63036	270217
dc 	 19	134	681	3202	14411	63036	270217
dd 	 18	125	636	3031	13826	61137	264232
